商户订单号,业务描述,收入金额（+元）,收入金额(元),收入金额,支出金额（-元）,支出金额(元),支出金额,发生时间,账务类型,发生金额,金额(元),金额
2705000178,订单结算收入,106.63,106.63,106.63,0.00,0.00,0.00,2026-04-12 19:05:51,订单结算,106.63,106.63,106.63
2705000178,平台技术服务费,0.00,0.00,0.00,0.64,0.64,0.64,2026-04-13 14:17:21,费用扣除,-0.64,0.64,0.64
2705000248,订单结算收入,122.95,122.95,122.95,0.00,0.00,0.00,2026-04-12 19:25:57,订单结算,122.95,122.95,122.95
2705000248,平台技术服务费,0.00,0.00,0.00,0.74,0.74,0.74,2026-04-13 15:42:59,费用扣除,-0.74,0.74,0.74
2705000509,订单结算收入,60.54,60.54,60.54,0.00,0.00,0.00,2026-04-12 06:40:56,订单结算,60.54,60.54,60.54
2705000509,平台技术服务费,0.00,0.00,0.00,0.37,0.37,0.37,2026-04-13 19:48:44,费用扣除,-0.37,0.37,0.37
2705000210,订单结算收入,44.65,44.65,44.65,0.00,0.00,0.00,2026-04-12 00:26:01,订单结算,44.65,44.65,44.65
2705000210,平台技术服务费,0.00,0.00,0.00,0.27,0.27,0.27,2026-04-13 08:56:48,费用扣除,-0.27,0.27,0.27
2705000011,订单结算收入,288.16,288.16,288.16,0.00,0.00,0.00,2026-04-12 23:17:53,订单结算,288.16,288.16,288.16
2705000011,平台技术服务费,0.00,0.00,0.00,2.91,2.91,2.91,2026-04-13 11:11:38,费用扣除,-2.91,2.91,2.91
2705000131,订单结算收入,92.95,92.95,92.95,0.00,0.00,0.00,2026-04-12 02:59:39,订单结算,92.95,92.95,92.95
2705000131,平台技术服务费,0.00,0.00,0.00,0.94,0.94,0.94,2026-04-13 22:32:51,费用扣除,-0.94,0.94,0.94
2705000222,订单结算收入,114.95,114.95,114.95,0.00,0.00,0.00,2026-04-12 21:28:37,订单结算,114.95,114.95,114.95
2705000222,平台技术服务费,0.00,0.00,0.00,0.69,0.69,0.69,2026-04-13 17:50:53,费用扣除,-0.69,0.69,0.69
2705000073,订单结算收入,102.16,102.16,102.16,0.00,0.00,0.00,2026-04-12 22:06:34,订单结算,102.16,102.16,102.16
2705000073,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-04-13 08:08:34,费用扣除,-0.62,0.62,0.62
2705000363,订单结算收入,118.04,118.04,118.04,0.00,0.00,0.00,2026-04-13 07:32:22,订单结算,118.04,118.04,118.04
2705000363,平台技术服务费,0.00,0.00,0.00,0.71,0.71,0.71,2026-04-14 13:48:25,费用扣除,-0.71,0.71,0.71
2705000474,订单结算收入,34.75,34.75,34.75,0.00,0.00,0.00,2026-04-13 03:18:25,订单结算,34.75,34.75,34.75
2705000474,平台技术服务费,0.00,0.00,0.00,0.21,0.21,0.21,2026-04-14 04:02:33,费用扣除,-0.21,0.21,0.21
2705000501,订单结算收入,60.17,60.17,60.17,0.00,0.00,0.00,2026-04-13 20:03:07,订单结算,60.17,60.17,60.17
2705000501,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-04-14 19:58:33,费用扣除,-0.36,0.36,0.36
2705000255,订单结算收入,479.58,479.58,479.58,0.00,0.00,0.00,2026-04-13 17:04:49,订单结算,479.58,479.58,479.58
2705000255,平台技术服务费,0.00,0.00,0.00,2.89,2.89,2.89,2026-04-14 08:46:36,费用扣除,-2.89,2.89,2.89
2705000119,订单结算收入,81.38,81.38,81.38,0.00,0.00,0.00,2026-04-13 11:53:16,订单结算,81.38,81.38,81.38
2705000119,平台技术服务费,0.00,0.00,0.00,0.49,0.49,0.49,2026-04-14 11:37:10,费用扣除,-0.49,0.49,0.49
2705000008,订单结算收入,86.01,86.01,86.01,0.00,0.00,0.00,2026-04-13 01:22:51,订单结算,86.01,86.01,86.01
2705000008,平台技术服务费,0.00,0.00,0.00,0.52,0.52,0.52,2026-04-14 03:17:17,费用扣除,-0.52,0.52,0.52
2705000470,订单结算收入,519.46,519.46,519.46,0.00,0.00,0.00,2026-04-13 23:30:22,订单结算,519.46,519.46,519.46
2705000470,平台技术服务费,0.00,0.00,0.00,3.14,3.14,3.14,2026-04-14 21:13:24,费用扣除,-3.14,3.14,3.14
2705000423,订单结算收入,78.76,78.76,78.76,0.00,0.00,0.00,2026-04-13 09:11:11,订单结算,78.76,78.76,78.76
2705000423,平台技术服务费,0.00,0.00,0.00,0.80,0.80,0.80,2026-04-14 17:14:39,费用扣除,-0.80,0.80,0.80
2705000510,订单结算收入,113.99,113.99,113.99,0.00,0.00,0.00,2026-04-13 04:08:02,订单结算,113.99,113.99,113.99
2705000510,平台技术服务费,0.00,0.00,0.00,0.69,0.69,0.69,2026-04-14 16:01:39,费用扣除,-0.69,0.69,0.69
2705000292,订单结算收入,103.24,103.24,103.24,0.00,0.00,0.00,2026-04-13 16:16:56,订单结算,103.24,103.24,103.24
2705000292,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-04-14 08:50:16,费用扣除,-0.62,0.62,0.62
2705000162,订单结算收入,80.07,80.07,80.07,0.00,0.00,0.00,2026-04-13 18:48:47,订单结算,80.07,80.07,80.07
2705000162,平台技术服务费,0.00,0.00,0.00,0.48,0.48,0.48,2026-04-14 15:28:02,费用扣除,-0.48,0.48,0.48
2705000296,订单结算收入,86.76,86.76,86.76,0.00,0.00,0.00,2026-04-13 06:50:48,订单结算,86.76,86.76,86.76
2705000296,平台技术服务费,0.00,0.00,0.00,0.52,0.52,0.52,2026-04-14 12:42:30,费用扣除,-0.52,0.52,0.52
2705000363,0030003百亿补贴扣点,0.00,0.00,0.00,10.38,10.38,10.38,2026-04-13 08:20:48,技术服务费,-10.38,10.38,10.38
2705000359,订单结算收入,214.31,214.31,214.31,0.00,0.00,0.00,2026-04-14 06:00:52,订单结算,214.31,214.31,214.31
2705000359,平台技术服务费,0.00,0.00,0.00,1.29,1.29,1.29,2026-04-15 23:07:31,费用扣除,-1.29,1.29,1.29
2705000462,订单结算收入,74.75,74.75,74.75,0.00,0.00,0.00,2026-04-14 00:05:04,订单结算,74.75,74.75,74.75
2705000462,平台技术服务费,0.00,0.00,0.00,0.45,0.45,0.45,2026-04-15 09:38:25,费用扣除,-0.45,0.45,0.45
2705000043,订单结算收入,96.90,96.90,96.90,0.00,0.00,0.00,2026-04-14 15:47:05,订单结算,96.90,96.90,96.90
2705000043,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-04-15 14:02:37,费用扣除,-0.58,0.58,0.58
2705000177,订单结算收入,52.01,52.01,52.01,0.00,0.00,0.00,2026-04-14 20:25:58,订单结算,52.01,52.01,52.01
2705000177,平台技术服务费,0.00,0.00,0.00,0.31,0.31,0.31,2026-04-15 05:09:48,费用扣除,-0.31,0.31,0.31
2705000170,订单结算收入,49.77,49.77,49.77,0.00,0.00,0.00,2026-04-14 12:42:31,订单结算,49.77,49.77,49.77
2705000170,平台技术服务费,0.00,0.00,0.00,0.30,0.30,0.30,2026-04-15 00:17:53,费用扣除,-0.30,0.30,0.30
2705000098,订单结算收入,498.66,498.66,498.66,0.00,0.00,0.00,2026-04-14 19:13:35,订单结算,498.66,498.66,498.66
2705000098,平台技术服务费,0.00,0.00,0.00,3.01,3.01,3.01,2026-04-15 04:02:38,费用扣除,-3.01,3.01,3.01
2705000109,订单结算收入,44.18,44.18,44.18,0.00,0.00,0.00,2026-04-14 19:06:12,订单结算,44.18,44.18,44.18
2705000109,平台技术服务费,0.00,0.00,0.00,0.27,0.27,0.27,2026-04-15 18:02:49,费用扣除,-0.27,0.27,0.27
2705000243,订单结算收入,97.22,97.22,97.22,0.00,0.00,0.00,2026-04-14 06:07:14,订单结算,97.22,97.22,97.22
2705000243,平台技术服务费,0.00,0.00,0.00,0.59,0.59,0.59,2026-04-15 01:44:34,费用扣除,-0.59,0.59,0.59
2705000317,订单结算收入,10.46,10.46,10.46,0.00,0.00,0.00,2026-04-14 14:30:09,订单结算,10.46,10.46,10.46
2705000317,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-04-15 19:14:04,费用扣除,-0.16,0.16,0.16
2705000043,004延迟发货罚款,0.00,0.00,0.00,10.99,10.99,10.99,2026-04-14 16:45:59,罚款扣款,-10.99,10.99,10.99
2705000232,订单结算收入,117.60,117.60,117.60,0.00,0.00,0.00,2026-04-15 03:53:23,订单结算,117.60,117.60,117.60
2705000232,平台技术服务费,0.00,0.00,0.00,0.71,0.71,0.71,2026-04-16 17:52:38,费用扣除,-0.71,0.71,0.71
2705000324,订单结算收入,90.93,90.93,90.93,0.00,0.00,0.00,2026-04-15 21:59:00,订单结算,90.93,90.93,90.93
2705000324,平台技术服务费,0.00,0.00,0.00,0.55,0.55,0.55,2026-04-16 03:14:25,费用扣除,-0.55,0.55,0.55
2705000426,订单结算收入,33.69,33.69,33.69,0.00,0.00,0.00,2026-04-15 11:17:55,订单结算,33.69,33.69,33.69
2705000426,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-04-16 14:41:30,费用扣除,-0.34,0.34,0.34
2705000077,订单结算收入,79.48,79.48,79.48,0.00,0.00,0.00,2026-04-15 15:44:05,订单结算,79.48,79.48,79.48
2705000077,平台技术服务费,0.00,0.00,0.00,0.80,0.80,0.80,2026-04-16 18:55:02,费用扣除,-0.80,0.80,0.80
2705000227,订单结算收入,170.15,170.15,170.15,0.00,0.00,0.00,2026-04-15 20:53:17,订单结算,170.15,170.15,170.15
2705000227,平台技术服务费,0.00,0.00,0.00,1.03,1.03,1.03,2026-04-16 01:26:04,费用扣除,-1.03,1.03,1.03
2705000376,订单结算收入,317.95,317.95,317.95,0.00,0.00,0.00,2026-04-15 19:32:09,订单结算,317.95,317.95,317.95
2705000376,平台技术服务费,0.00,0.00,0.00,1.92,1.92,1.92,2026-04-16 08:12:43,费用扣除,-1.92,1.92,1.92
2705000240,订单结算收入,15.73,15.73,15.73,0.00,0.00,0.00,2026-04-15 02:20:59,订单结算,15.73,15.73,15.73
2705000240,平台技术服务费,0.00,0.00,0.00,0.09,0.09,0.09,2026-04-16 13:05:49,费用扣除,-0.09,0.09,0.09
2705000062,订单结算收入,297.33,297.33,297.33,0.00,0.00,0.00,2026-04-15 09:54:13,订单结算,297.33,297.33,297.33
2705000062,平台技术服务费,0.00,0.00,0.00,1.79,1.79,1.79,2026-04-16 04:37:39,费用扣除,-1.79,1.79,1.79
2705000053,订单结算收入,171.98,171.98,171.98,0.00,0.00,0.00,2026-04-15 04:15:39,订单结算,171.98,171.98,171.98
2705000053,平台技术服务费,0.00,0.00,0.00,1.04,1.04,1.04,2026-04-16 00:17:06,费用扣除,-1.04,1.04,1.04
2705000496,订单结算收入,255.97,255.97,255.97,0.00,0.00,0.00,2026-04-16 21:49:28,订单结算,255.97,255.97,255.97
2705000496,平台技术服务费,0.00,0.00,0.00,1.55,1.55,1.55,2026-04-17 10:49:12,费用扣除,-1.55,1.55,1.55
2705000082,订单结算收入,199.63,199.63,199.63,0.00,0.00,0.00,2026-04-16 20:57:36,订单结算,199.63,199.63,199.63
2705000082,平台技术服务费,0.00,0.00,0.00,1.20,1.20,1.20,2026-04-17 02:06:59,费用扣除,-1.20,1.20,1.20
2705000422,订单结算收入,222.05,222.05,222.05,0.00,0.00,0.00,2026-04-16 10:12:11,订单结算,222.05,222.05,222.05
2705000422,平台技术服务费,0.00,0.00,0.00,1.34,1.34,1.34,2026-04-17 18:11:13,费用扣除,-1.34,1.34,1.34
2705000058,订单结算收入,18.65,18.65,18.65,0.00,0.00,0.00,2026-04-16 13:51:51,订单结算,18.65,18.65,18.65
2705000058,平台技术服务费,0.00,0.00,0.00,0.19,0.19,0.19,2026-04-17 12:04:55,费用扣除,-0.19,0.19,0.19
2705000446,订单结算收入,23.36,23.36,23.36,0.00,0.00,0.00,2026-04-16 01:37:28,订单结算,23.36,23.36,23.36
2705000446,平台技术服务费,0.00,0.00,0.00,0.14,0.14,0.14,2026-04-17 07:12:04,费用扣除,-0.14,0.14,0.14
2705000230,订单结算收入,438.47,438.47,438.47,0.00,0.00,0.00,2026-04-16 16:44:22,订单结算,438.47,438.47,438.47
2705000230,平台技术服务费,0.00,0.00,0.00,2.65,2.65,2.65,2026-04-17 15:52:50,费用扣除,-2.65,2.65,2.65
2705000288,订单结算收入,271.05,271.05,271.05,0.00,0.00,0.00,2026-04-16 23:37:46,订单结算,271.05,271.05,271.05
2705000288,平台技术服务费,0.00,0.00,0.00,1.64,1.64,1.64,2026-04-17 01:25:21,费用扣除,-1.64,1.64,1.64
2705000446,0030002百亿补贴技术服务费,0.00,0.00,0.00,28.35,28.35,28.35,2026-04-16 13:40:26,技术服务费,-28.35,28.35,28.35
2705000313,订单结算收入,58.90,58.90,58.90,0.00,0.00,0.00,2026-04-17 20:29:29,订单结算,58.90,58.90,58.90
2705000313,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-04-18 00:06:13,费用扣除,-0.36,0.36,0.36
2705000308,订单结算收入,55.81,55.81,55.81,0.00,0.00,0.00,2026-04-17 09:02:50,订单结算,55.81,55.81,55.81
2705000308,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-04-18 18:16:52,费用扣除,-0.34,0.34,0.34
2705000315,订单结算收入,20.65,20.65,20.65,0.00,0.00,0.00,2026-04-17 00:14:41,订单结算,20.65,20.65,20.65
2705000315,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-04-18 01:39:11,费用扣除,-0.17,0.17,0.17
2705000171,订单结算收入,278.78,278.78,278.78,0.00,0.00,0.00,2026-04-17 03:20:00,订单结算,278.78,278.78,278.78
2705000171,平台技术服务费,0.00,0.00,0.00,2.82,2.82,2.82,2026-04-18 19:20:00,费用扣除,-2.82,2.82,2.82
2705000351,订单结算收入,277.54,277.54,277.54,0.00,0.00,0.00,2026-04-17 10:16:54,订单结算,277.54,277.54,277.54
2705000351,平台技术服务费,0.00,0.00,0.00,1.68,1.68,1.68,2026-04-18 08:49:48,费用扣除,-1.68,1.68,1.68
2705000228,订单结算收入,78.87,78.87,78.87,0.00,0.00,0.00,2026-04-17 08:58:32,订单结算,78.87,78.87,78.87
2705000228,平台技术服务费,0.00,0.00,0.00,0.48,0.48,0.48,2026-04-18 06:44:43,费用扣除,-0.48,0.48,0.48
2705000122,订单结算收入,199.25,199.25,199.25,0.00,0.00,0.00,2026-04-17 19:33:52,订单结算,199.25,199.25,199.25
2705000122,平台技术服务费,0.00,0.00,0.00,1.20,1.20,1.20,2026-04-18 05:01:50,费用扣除,-1.20,1.20,1.20
2705000147,订单结算收入,28.78,28.78,28.78,0.00,0.00,0.00,2026-04-17 11:49:28,订单结算,28.78,28.78,28.78
2705000147,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-04-18 08:38:03,费用扣除,-0.17,0.17,0.17
2705000039,订单结算收入,120.09,120.09,120.09,0.00,0.00,0.00,2026-04-17 11:33:01,订单结算,120.09,120.09,120.09
2705000039,平台技术服务费,0.00,0.00,0.00,0.72,0.72,0.72,2026-04-18 21:37:53,费用扣除,-0.72,0.72,0.72
2705000459,订单结算收入,171.14,171.14,171.14,0.00,0.00,0.00,2026-04-17 19:56:11,订单结算,171.14,171.14,171.14
2705000459,平台技术服务费,0.00,0.00,0.00,1.03,1.03,1.03,2026-04-18 05:01:55,费用扣除,-1.03,1.03,1.03
2705000459,006推广营销费,0.00,0.00,0.00,13.00,13.00,13.00,2026-04-17 17:39:48,营销费用,-13.00,13.00,13.00
2705000465,订单结算收入,104.05,104.05,104.05,0.00,0.00,0.00,2026-04-18 08:59:02,订单结算,104.05,104.05,104.05
2705000465,平台技术服务费,0.00,0.00,0.00,0.63,0.63,0.63,2026-04-19 07:40:50,费用扣除,-0.63,0.63,0.63
2705000406,订单结算收入,225.20,225.20,225.20,0.00,0.00,0.00,2026-04-18 00:06:01,订单结算,225.20,225.20,225.20
2705000406,平台技术服务费,0.00,0.00,0.00,1.36,1.36,1.36,2026-04-19 18:11:35,费用扣除,-1.36,1.36,1.36
2705000022,订单结算收入,95.57,95.57,95.57,0.00,0.00,0.00,2026-04-18 07:51:43,订单结算,95.57,95.57,95.57
2705000022,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-04-19 17:24:28,费用扣除,-0.58,0.58,0.58
2705000329,订单结算收入,176.53,176.53,176.53,0.00,0.00,0.00,2026-04-18 15:19:23,订单结算,176.53,176.53,176.53
2705000329,平台技术服务费,0.00,0.00,0.00,1.07,1.07,1.07,2026-04-19 05:23:51,费用扣除,-1.07,1.07,1.07
2705000102,订单结算收入,358.17,358.17,358.17,0.00,0.00,0.00,2026-04-18 18:54:46,订单结算,358.17,358.17,358.17
2705000102,平台技术服务费,0.00,0.00,0.00,2.16,2.16,2.16,2026-04-19 20:09:29,费用扣除,-2.16,2.16,2.16
2705000145,订单结算收入,25.89,25.89,25.89,0.00,0.00,0.00,2026-04-18 04:55:46,订单结算,25.89,25.89,25.89
2705000145,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-04-19 21:30:21,费用扣除,-0.16,0.16,0.16
2705000269,订单结算收入,415.56,415.56,415.56,0.00,0.00,0.00,2026-04-18 13:48:11,订单结算,415.56,415.56,415.56
2705000269,平台技术服务费,0.00,0.00,0.00,2.51,2.51,2.51,2026-04-19 14:17:11,费用扣除,-2.51,2.51,2.51
2705000219,订单结算收入,55.86,55.86,55.86,0.00,0.00,0.00,2026-04-18 19:33:49,订单结算,55.86,55.86,55.86
2705000219,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-04-19 20:53:24,费用扣除,-0.34,0.34,0.34
2705000482,订单结算收入,88.11,88.11,88.11,0.00,0.00,0.00,2026-04-19 13:49:56,订单结算,88.11,88.11,88.11
2705000482,平台技术服务费,0.00,0.00,0.00,0.53,0.53,0.53,2026-04-20 19:49:15,费用扣除,-0.53,0.53,0.53
2705000047,订单结算收入,52.84,52.84,52.84,0.00,0.00,0.00,2026-04-19 11:57:19,订单结算,52.84,52.84,52.84
2705000047,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-04-20 02:03:54,费用扣除,-0.32,0.32,0.32
2705000377,订单结算收入,527.04,527.04,527.04,0.00,0.00,0.00,2026-04-19 04:14:36,订单结算,527.04,527.04,527.04
2705000377,平台技术服务费,0.00,0.00,0.00,3.18,3.18,3.18,2026-04-20 13:27:55,费用扣除,-3.18,3.18,3.18
2705000136,订单结算收入,102.28,102.28,102.28,0.00,0.00,0.00,2026-04-19 15:48:29,订单结算,102.28,102.28,102.28
2705000136,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-04-20 00:43:03,费用扣除,-0.62,0.62,0.62
2705000010,订单结算收入,136.38,136.38,136.38,0.00,0.00,0.00,2026-04-19 00:09:29,订单结算,136.38,136.38,136.38
2705000010,平台技术服务费,0.00,0.00,0.00,0.82,0.82,0.82,2026-04-20 21:12:29,费用扣除,-0.82,0.82,0.82
2705000155,订单结算收入,303.36,303.36,303.36,0.00,0.00,0.00,2026-04-19 19:19:56,订单结算,303.36,303.36,303.36
2705000155,平台技术服务费,0.00,0.00,0.00,1.83,1.83,1.83,2026-04-20 10:38:53,费用扣除,-1.83,1.83,1.83
2705000257,订单结算收入,223.49,223.49,223.49,0.00,0.00,0.00,2026-04-19 20:50:11,订单结算,223.49,223.49,223.49
2705000257,平台技术服务费,0.00,0.00,0.00,2.26,2.26,2.26,2026-04-20 10:37:18,费用扣除,-2.26,2.26,2.26
2705000290,订单结算收入,48.13,48.13,48.13,0.00,0.00,0.00,2026-04-19 09:03:37,订单结算,48.13,48.13,48.13
2705000290,平台技术服务费,0.00,0.00,0.00,0.29,0.29,0.29,2026-04-20 16:06:52,费用扣除,-0.29,0.29,0.29
2705000249,订单结算收入,9.79,9.79,9.79,0.00,0.00,0.00,2026-04-19 16:51:13,订单结算,9.79,9.79,9.79
2705000249,平台技术服务费,0.00,0.00,0.00,0.14,0.14,0.14,2026-04-20 09:28:50,费用扣除,-0.14,0.14,0.14
2705000060,订单结算收入,267.91,267.91,267.91,0.00,0.00,0.00,2026-04-19 12:59:21,订单结算,267.91,267.91,267.91
2705000060,平台技术服务费,0.00,0.00,0.00,2.71,2.71,2.71,2026-04-20 11:55:35,费用扣除,-2.71,2.71,2.71
2705000344,订单结算收入,96.19,96.19,96.19,0.00,0.00,0.00,2026-04-20 22:22:33,订单结算,96.19,96.19,96.19
2705000344,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-04-21 13:43:24,费用扣除,-0.58,0.58,0.58
2705000212,订单结算收入,82.03,82.03,82.03,0.00,0.00,0.00,2026-04-20 16:07:10,订单结算,82.03,82.03,82.03
2705000212,平台技术服务费,0.00,0.00,0.00,0.50,0.50,0.50,2026-04-21 06:30:18,费用扣除,-0.50,0.50,0.50
2705000411,订单结算收入,58.49,58.49,58.49,0.00,0.00,0.00,2026-04-20 18:06:12,订单结算,58.49,58.49,58.49
2705000411,平台技术服务费,0.00,0.00,0.00,0.35,0.35,0.35,2026-04-21 09:46:12,费用扣除,-0.35,0.35,0.35
2705000416,订单结算收入,56.46,56.46,56.46,0.00,0.00,0.00,2026-04-20 20:06:07,订单结算,56.46,56.46,56.46
2705000416,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-04-21 23:56:41,费用扣除,-0.34,0.34,0.34
2705000473,订单结算收入,264.40,264.40,264.40,0.00,0.00,0.00,2026-04-20 21:06:53,订单结算,264.40,264.40,264.40
2705000473,平台技术服务费,0.00,0.00,0.00,1.60,1.60,1.60,2026-04-21 06:50:46,费用扣除,-1.60,1.60,1.60
2705000403,订单结算收入,121.69,121.69,121.69,0.00,0.00,0.00,2026-04-20 07:24:41,订单结算,121.69,121.69,121.69
2705000403,平台技术服务费,0.00,0.00,0.00,0.73,0.73,0.73,2026-04-21 09:30:28,费用扣除,-0.73,0.73,0.73
2705000287,订单结算收入,81.32,81.32,81.32,0.00,0.00,0.00,2026-04-20 23:53:42,订单结算,81.32,81.32,81.32
2705000287,平台技术服务费,0.00,0.00,0.00,0.49,0.49,0.49,2026-04-21 04:48:31,费用扣除,-0.49,0.49,0.49
2705000407,订单结算收入,139.94,139.94,139.94,0.00,0.00,0.00,2026-04-20 05:05:14,订单结算,139.94,139.94,139.94
2705000407,平台技术服务费,0.00,0.00,0.00,0.84,0.84,0.84,2026-04-21 19:23:46,费用扣除,-0.84,0.84,0.84
2705000354,订单结算收入,15.56,15.56,15.56,0.00,0.00,0.00,2026-04-20 01:44:11,订单结算,15.56,15.56,15.56
2705000354,平台技术服务费,0.00,0.00,0.00,0.09,0.09,0.09,2026-04-21 19:39:24,费用扣除,-0.09,0.09,0.09
2705000185,订单结算收入,36.85,36.85,36.85,0.00,0.00,0.00,2026-04-20 02:15:49,订单结算,36.85,36.85,36.85
2705000185,平台技术服务费,0.00,0.00,0.00,0.22,0.22,0.22,2026-04-21 02:19:20,费用扣除,-0.22,0.22,0.22
2705000473,004延迟发货罚款,0.00,0.00,0.00,45.37,45.37,45.37,2026-04-20 12:22:23,罚款扣款,-45.37,45.37,45.37
2705000401,订单结算收入,113.59,113.59,113.59,0.00,0.00,0.00,2026-04-21 04:28:00,订单结算,113.59,113.59,113.59
2705000401,平台技术服务费,0.00,0.00,0.00,0.69,0.69,0.69,2026-04-22 04:51:02,费用扣除,-0.69,0.69,0.69
2705000158,订单结算收入,628.44,628.44,628.44,0.00,0.00,0.00,2026-04-21 03:39:22,订单结算,628.44,628.44,628.44
2705000158,平台技术服务费,0.00,0.00,0.00,3.79,3.79,3.79,2026-04-22 04:05:57,费用扣除,-3.79,3.79,3.79
2705000156,订单结算收入,60.32,60.32,60.32,0.00,0.00,0.00,2026-04-21 18:18:16,订单结算,60.32,60.32,60.32
2705000156,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-04-22 20:17:41,费用扣除,-0.36,0.36,0.36
2705000072,订单结算收入,37.60,37.60,37.60,0.00,0.00,0.00,2026-04-21 05:49:38,订单结算,37.60,37.60,37.60
2705000072,平台技术服务费,0.00,0.00,0.00,0.23,0.23,0.23,2026-04-22 06:22:51,费用扣除,-0.23,0.23,0.23
2705000305,订单结算收入,273.37,273.37,273.37,0.00,0.00,0.00,2026-04-21 16:41:00,订单结算,273.37,273.37,273.37
2705000305,平台技术服务费,0.00,0.00,0.00,1.65,1.65,1.65,2026-04-22 03:55:15,费用扣除,-1.65,1.65,1.65
2705000074,订单结算收入,36.23,36.23,36.23,0.00,0.00,0.00,2026-04-21 06:20:16,订单结算,36.23,36.23,36.23
2705000074,平台技术服务费,0.00,0.00,0.00,0.22,0.22,0.22,2026-04-22 17:53:22,费用扣除,-0.22,0.22,0.22
2705000415,订单结算收入,70.12,70.12,70.12,0.00,0.00,0.00,2026-04-22 17:56:43,订单结算,70.12,70.12,70.12
2705000415,平台技术服务费,0.00,0.00,0.00,0.71,0.71,0.71,2026-04-23 01:21:31,费用扣除,-0.71,0.71,0.71
2705000333,订单结算收入,155.46,155.46,155.46,0.00,0.00,0.00,2026-04-22 16:41:37,订单结算,155.46,155.46,155.46
2705000333,平台技术服务费,0.00,0.00,0.00,0.94,0.94,0.94,2026-04-23 16:34:02,费用扣除,-0.94,0.94,0.94
2705000386,订单结算收入,101.44,101.44,101.44,0.00,0.00,0.00,2026-04-22 16:18:48,订单结算,101.44,101.44,101.44
2705000386,平台技术服务费,0.00,0.00,0.00,0.61,0.61,0.61,2026-04-23 01:49:07,费用扣除,-0.61,0.61,0.61
2705000268,订单结算收入,300.14,300.14,300.14,0.00,0.00,0.00,2026-04-22 23:24:35,订单结算,300.14,300.14,300.14
2705000268,平台技术服务费,0.00,0.00,0.00,1.81,1.81,1.81,2026-04-23 23:39:25,费用扣除,-1.81,1.81,1.81
2705000445,订单结算收入,24.35,24.35,24.35,0.00,0.00,0.00,2026-04-22 16:55:48,订单结算,24.35,24.35,24.35
2705000445,平台技术服务费,0.00,0.00,0.00,0.15,0.15,0.15,2026-04-23 06:39:33,费用扣除,-0.15,0.15,0.15
2705000322,订单结算收入,74.63,74.63,74.63,0.00,0.00,0.00,2026-04-22 22:44:18,订单结算,74.63,74.63,74.63
2705000322,平台技术服务费,0.00,0.00,0.00,0.45,0.45,0.45,2026-04-23 14:33:06,费用扣除,-0.45,0.45,0.45
2705000333,006推广营销费,0.00,0.00,0.00,93.58,93.58,93.58,2026-04-22 10:34:56,营销费用,-93.58,93.58,93.58
2705000425,订单结算收入,116.88,116.88,116.88,0.00,0.00,0.00,2026-04-23 21:18:23,订单结算,116.88,116.88,116.88
2705000425,平台技术服务费,0.00,0.00,0.00,0.71,0.71,0.71,2026-04-24 07:29:23,费用扣除,-0.71,0.71,0.71
2705000106,订单结算收入,57.85,57.85,57.85,0.00,0.00,0.00,2026-04-23 01:35:33,订单结算,57.85,57.85,57.85
2705000106,平台技术服务费,0.00,0.00,0.00,0.35,0.35,0.35,2026-04-24 11:00:44,费用扣除,-0.35,0.35,0.35
2705000293,订单结算收入,101.51,101.51,101.51,0.00,0.00,0.00,2026-04-23 20:45:00,订单结算,101.51,101.51,101.51
2705000293,平台技术服务费,0.00,0.00,0.00,0.61,0.61,0.61,2026-04-24 17:23:29,费用扣除,-0.61,0.61,0.61
2705000199,订单结算收入,55.84,55.84,55.84,0.00,0.00,0.00,2026-04-23 11:06:02,订单结算,55.84,55.84,55.84
2705000199,平台技术服务费,0.00,0.00,0.00,0.56,0.56,0.56,2026-04-24 19:01:10,费用扣除,-0.56,0.56,0.56
2705000044,订单结算收入,212.16,212.16,212.16,0.00,0.00,0.00,2026-04-23 11:35:27,订单结算,212.16,212.16,212.16
